ID,Accepts,Rejects,Waitlisted,Deferred
717,"Purdue University, University of Illinois - Urbana Champaign, University of Maryland - College Park, University of Michigan - Ann Arbor",,,
718,"University of Washington - Seattle, University of California - Riverside, University of California - San Diego, University of California - Berkeley, University of Southern California",,,
719,"Wesleyan University, Bard College, Fordham University",,,
720,University of Chicago,,,
721,"Michigan State, Loyola University Chicago, Michigan Institute of Technology, Brown University","University of Michigan - Ann Arbor, University of California - San Diego, University of California - Santa Barbara, University of California - Los Angeles",,
722,"University of California - San Diego, University of California - Santa Barbara, University of California - Davis, University of California - Riverside, University of California - Merced, University of California - Berkeley, University of California - Davis, University of California - Santa Cruz, Case Western University, University of Rochester, Rutgers University, Pennsylvania State, St Louis, University of Illinois - Urbana Champaign","University of California - Los Angeles, Massachusetts Institute of Technology, Harvard University, Stanford University, Columbia University, Yale University, Cornell University, Brown University, University of Pennsylvania, Duke University, Boston University, Johns Hopkins, University of Southern California, Northwestern University",,
723,"Montana State, University of Utah, California State University - Long Beach, California State University - Monterey Bay, University of Washington - Seattle, University of California - Davis, Mount Holyoke College","University of California - Santa Barbara, University of California - San Diego, California Polytechnic State University, Scripps College, Rice University",,
724,"Georgia Institute of Technology, North Carolina State, University of Maryland - College Park, University of Georgia, Pennsylvania State","Massachusetts Institute of Technology, Northwestern University, Princeton University, Stanford University",,
725,"University of Illinois - Urbana Champaign, Purdue University, University of Minnesota - Twin Cities","Massachusetts Institute of Technology, University of California - Los Angeles, University of California - Berkeley, Northwestern University, University of Pennsylvania",,
726,"University of Arkansas, Georgia Institute of Technology, University of Virginia, University of Southern California, Washington University - St Louis","Princeton University, Yale University, Northwestern University, University of California - Berkeley, Cornell University, Stanford University",,
727,"Spelman College, American University, Portland State, University of Redlands, California Lutheran University, Chapman University, California State University - Long Beach, California State University - Dominguez Hills","San Diego State University, University of California - San Diego, University of California - Davis, University of California - Berkeley, Pepperdine University, Northeastern University, Carnegie Mellon, Georgetown University, Rice University",,
728,"University of Pittsburgh, Bucknell University, George Washington University, University of Maryland - College Park, Lehigh University, Villanova University, Boston College, University of Michigan - Ann Arbor",Georgetown University,,
729,"Johns Hopkins, Carnegie Mellon, University of Southern California, Virginia Institute of Technology, Georgia Institute of Technology, University of British Columbia","Yale University, Stanford University, University of Texas - Austin",,
730,"University of California - Santa Cruz, University of California - Santa Barbara, Carnegie Mellon","University of California - Davis, University of California - Los Angeles, Johns Hopkins, University of Chicago, Northwestern University, University of California - Berkeley, Princeton University, University of Pennsylvania, Brown University, Stanford University, Northeastern University",,
731,"Fordham University, Binghamton University, Stony Brook University, University of Virginia, University of Rochester","Tufts University, Boston University, Cornell University, Northwestern University",,
732,"Purdue University, University of Illinois - Urbana Champaign, University of Wisconsin - Madison, University of Michigan - Ann Arbor, University of Southern California, Cornell University","Washington University - St Louis, Johns Hopkins, New York University, Northeastern University",,
733,"Stony Brook University, Binghamton University, Ohio State, Rensselaer Polytechnic Institute, New York University","Princeton University, Columbia University, Massachusetts Institute of Technology, Stanford University, California Institute of Technology, Johns Hopkins, Northwestern University, Georgia Institute of Technology, Duke University, Washington University - St Louis",,
734,"University of California - Santa Barbara, University of California - Davis, San Diego State University, California State University - Long Beach, California State University - Fresno","University of California - Los Angeles, California Polytechnic State University",,
735,"University of Maryland - College Park, University of Pittsburgh, University of Michigan - Ann Arbor, University of North Carolina - Chapel Hill","Johns Hopkins, Vanderbilt University, Rice University, Brown University, Harvard University, Yale University, Stanford University",,
736,"University at Buffalo, Binghamton University, University of Pittsburgh, Northeastern University, Oberlin College, Colby College, Cornell University, University of Rochester","Brown University, Swarthmore College, Massachusetts Institute of Technology",,
737,"Arizona State, University of Arizona, University of Southern California, University of Michigan - Ann Arbor, University of North Carolina - Chapel Hill, Washington University - St Louis, Rice University, Northwestern University, Duke University","Johns Hopkins, Brown University, University of Pennsylvania, Stanford University",,
738,"Duke University, Rutgers University, Fordham University",University of Illinois - Urbana Champaign,,
739,"Michigan State, Northwestern University",University of Michigan - Ann Arbor,,
740,"West Virginia University, University of Toronto, Northeastern University, University of Michigan - Ann Arbor, Rochester Institute of Technology, University of Rochester, Villanova University, Brown University, University of Pennsylvania","Princeton University, Columbia University",,
741,"Indiana University Bloomington, Trinity University, Southern Methodist University, University of Texas - Austin, Emory University, Rice University","Northwestern University, Vanderbilt University, Harvard University, Cornell University, Yale University, University of Pennsylvania, Stanford University, Duke University, Carnegie Mellon, University of Michigan - Ann Arbor, University of Virginia, University of North Carolina - Chapel Hill",,
742,Stanford University,,,
743,Barnard College,,,
744,"University of Texas - Austin, University of California - Los Angeles, University of California - Berkeley, Vanderbilt University, Wesleyan University, Duke University","Northwestern University, Johns Hopkins, Brown University, Columbia University, Cornell University",,
745,"University of Massachusetts - Amherst, Rensselaer Polytechnic Institute, Worcester Polytechnic Institute, Boston College, Boston University, Rochester Institute of Technology, Northeastern University, Tufts University","Carnegie Mellon, Massachusetts Institute of Technology, Yale University",,
746,"Northeastern University, University of California - Los Angeles, University of California - San Diego, University of California - Berkeley","Princeton University, Johns Hopkins, Columbia University, Dartmouth College, University of Pennsylvania, Georgetown University, Stanford University",,
747,"Yale University, University of Washington - Seattle, University of Oregon, Washington University - St Louis, Vanderbilt University, Rice University, Columbia University, Dartmouth College,","Massachusetts Institute of Technology, Duke University, Princeton University, Harvard University",,
748,"Appalachian State, Bridgewater State, Drexel University, Furman University, Miami University - Ohio, Montclair State, Old Dominion University, Southern Connecticut State, Temple University, University of Connecticut, University of Illinois - Chicago, University of Missouri, University of West Virginia University",Tulane University,,
749,"Haverford College, Reed College, Willamette University, Lewis & Clark College",,,
750,University of Florida,"Massachusetts Institute of Technology, California Institute of Technology, Princeton University, Cornell University, Harvard University, Stanford University",,
751,Dartmouth College,,,
752,"Michigan State, Michigan Institute of Technology, Purdue University, University of Michigan - Ann Arbor",,,
753,Brandeis University,"Yale University, Harvard University, Dartmouth College, Stanford University, Swarthmore College, Williams College, Rhode Island School of Design",,
754,University of California - Berkeley,"Harvard University, Yale University, Princeton University, Massachusetts Institute of Technology, California Institute of Technology",,
755,"University of Minnesota - Twin Cities, University of Illinois - Urbana Champaign, Purdue University, Olin College of Engineering, University of Wisconsin - Madison, University of California - Berkeley",Massachusetts Institute of Technology,,
756,"Georgetown University, Middlebury College, University of Oregon, Lewis & Clark College, Willamette University, American University","Bowdoin College, Amherst College, Swarthmore College, Pomona College",,
757,"University of Connecticut, University of Pittsburgh, Northeastern University, University of Michigan - Ann Arbor, University of Virginia, Carnegie Mellon, University of Rochester, Rice University",,,
758,"California Polytechnic State University, University of California - San Diego, Reed College, University of California - Berkeley","Stanford University, Claremont McKenna College, Brown University, Tufts University",,
759,"Georgia Institute of Technology, University of Georgia",,,
760,"Virginia Institute of Technology, Virginia Commonwealth University, Drexel University, University of Massachusetts - Amherst, University of Virginia, Boston University, Tufts University, Rice University, Brown University, University of Pennsylvania, Harvard University","Massachusetts Institute of Technology, Northeastern University, Stanford University, University of Southern California, Yale University",,
761,"University of Arizona, Michigan State, University of Michigan - Ann Arbor, University of Virginia, Yale University",,,
762,"University of California - Los Angeles, University of California - Davis, University of California - San Diego, San Diego State University","University of Chicago, Stanford University, Northwestern University, Massachusetts Institute of Technology, University of California - Berkeley",,
763,"University of North Carolina - Chapel Hill, University of Florida, University of Rochester, Duke University, Pomona College, Stanford University, Swarthmore College, University of Chicago, Vanderbilt University, Williams College, Amherst College, University of Notre Dame","Harvard University, Johns Hopkins, Brown University, Columbia University, Massachusetts Institute of Technology, University of Pennsylvania, Yale University",,
764,"University of North Carolina - Chapel Hill, North Carolina State, University of South Carolina",,,
765,"Boston College, University of Toronto, Western University, Wilfrid Laurier University, McMaster University, University of Birmingham, University of Manchester, Kings College London, Fordham University, Northeastern University, Claremont McKenna College, New York University","University College London, London School of Economics, Stanford University, Yale University, Dartmouth College, University of Pennsylvania",,
766,"Dartmouth College, Pomona College, Swarthmore College, University of California - Berkeley, University of California - Los Angeles, University of Southern California, Colgate University, Wesleyan University, Babson College, University of Virginia, Georgia Institute of Technology","Princeton University, University of Pennsylvania",,
767,"Syracuse University, New York University, Fordham University, University at Buffalo, University of Louisville, University of Kentucky, Michigan State, North Carolina Agricultural and Technical State University, Hampton University, University of Memphis, University of Tennessee - Knoxville, University of Oregon",,,
768,"Rochester Institute of Technology, Drexel University, Stevens Institute of Technology, Rose-Hulman Institute of Technology, Rensselaer Polytechnic Institute, Stony Brook University, McGill University, Purdue University","University of California - San Diego, University of California - Davis, Boston University, Washington University - St Louis, University of Illinois - Urbana Champaign, Harvey Mudd College, University of California - Los Angeles, University of California - Berkeley, Cornell University, Carnegie Mellon",,
769,"Baruch College, Brooklyn College, Hunter College, University at Buffalo, Binghamton University, Stony Brook University, Fordham University, Case Western University, University of Miami, Arizona State, University of Pittsburgh","New York University, Washington University - St Louis, Northeastern University, University of Southern California, Boston University, Emory University, Harvard University, University of Notre Dame, Tufts University, Vanderbilt University, University of Virginia",,
770,"Indiana University Bloomington, Temple University, Northeastern University, Massachusetts Institute of Technology, Fordham University, University of Michigan - Ann Arbor, University of Connecticut, University of Virginia, Carnegie Mellon, Duke University","University of Pennsylvania, Massachusetts Institute of Technology, Northwestern University, Amherst College, Harvard University, Yale University, Princeton University, Columbia University, Brown University, Cornell University",,
771,"Massachusetts Institute of Technology, Harvard University, Yale University, Cornell University, Princeton University, Brown University, Duke University, Johns Hopkins, Georgia Institute of Technology, Vanderbilt University, Spelman College, Emory University, University of Georgia, Howard University, University of Alabama, Mercer University","University of Southern California, New York University",,
772,"Trinity University, North Carolina State, University of North Carolina - Chapel Hill, Georgia Institute of Technology, University of Southern California, Harvey Mudd College",Duke University,,
773,"Columbia University Chicago, DePaul University, Loyola University Chicago, University of California - San Francisco, University of Washington - Seattle, Michigan State, Fordham University, Montclair State","Boston University, New York University",,
774,"University of California - Berkeley, University of California - Santa Barbara, New York University, Purdue University, University of Washington - Seattle, University of California - San Diego","Massachusetts Institute of Technology, California Institute of Technology, Columbia University, Stanford University, University of Illinois - Urbana Champaign, University of Southern California, Cornell University, University of Pennsylvania",,
775,"University of Colorado - Boulder, University of Rochester, Cornell University","Bowdoin College, Brown University, California Institute of Technology, Columbia University, Dartmouth College, Harvard University, Massachusetts Institute of Technology, Northwestern University, Pomona College, Princeton University, Rice University, Stanford University, Swarthmore College, University of Pennsylvania, Washington University - St Louis, Williams College, University of Southern California, Vanderbilt University",,
776,"University of Minnesota - Twin Cities, Loyola University Chicago, University of Illinois - Urbana Champaign","University of California - Los Angeles, University of California - Berkeley, Northwestern University, Georgetown University, Harvard University, Cornell University",,
777,"University of North Carolina - Chapel Hill, University of Virginia, Georgia Institute of Technology, Massachusetts Institute of Technology, Dartmouth College, Georgetown University, University of California - Los Angeles, Brown University","Harvard University, University of Michigan - Ann Arbor, University of Chicago, Johns Hopkins, Swarthmore College, Emory University, University of California - Berkeley, Williams College, Northwestern University, Cornell University, Princeton University, University of Pennsylvania, Yale University, Stanford University",,
778,"University of Michigan - Ann Arbor, Tulane University, Fordham University",,,
779,"George Mason University, University of Maryland - College Park, William & Mary, Virginia Institute of Technology, University of Virginia, Georgia Institute of Technology","Cornell University, Massachusetts Institute of Technology, Stanford University, Dartmouth College, Brown University, Yale University, University of Illinois - Urbana Champaign",,
780,"University of St Thomas, St. Olaf College, Gustavus Adolphus College, University of Minnesota - Twin Cities, Macalester College, University of Michigan - Ann Arbor, Bowdoin College, Swarthmore College, University of Pennsylvania","Yale University, Brown University, Washington University - St Louis",,
781,"University of Chicago, University of Oregon, Tulane University",,,
782,"University of California - Davis, Reed College, Rensselaer Polytechnic Institute, Rochester Institute of Technology, Santa Clara University","Harvard University, Yale University, Stanford University, Pomona College, Brown University, University of California - Los Angeles",,
783,"University of Chicago, Massachusetts Institute of Technology, Rice University, Baylor University, Trinity University, St. Edward's University, Southwestern University","University of Texas - Austin, Yale University, Harvard University, Princeton University, Stanford University, Cornell University, Columbia University",,
784,"University of Minnesota - Twin Cities, Macalester College, Gustavus Adolphus College, Stanford University, George Washington University","University of Southern California, Boston University, Yale University, Pomona College",,
785,"Massachusetts Institute of Technology, Stanford University, California Institute of Technology, Harvard University, University of California - Irvine, University of California - San Diego","University of California - Berkeley, Northwestern University, Columbia University",,
786,University of Chicago,,,
787,"University of Pennsylvania, University of South Alabama, University of Alabama - University of Birmingham, University of Missouri-Kansas City, Pennsylvania State",,,
788,"University of California - Berkeley, University of California - Los Angeles, Duke University, University of Massachusetts - Amherst, University of Michigan - Ann Arbor, Northeastern University, University of Southern California","Johns Hopkins, Washington University - St Louis, Harvard University",,
789,"New York University, University of California - Berkeley, Boston College, Rutgers University","University of Pennsylvania, Princeton University, Columbia University, Cornell University",,
790,"Yale University, Columbia University, Stanford University, Duke University, Emory University, Cornell University, University of Pennsylvania, Boston University, Tufts University, Boston College, Rice University, Williams College, University of Pittsburgh, Rutgers University","University of Southern California, Harvard University, Barnard College",,
791,Cornell University,"Georgetown University, Northwestern University, University of California - Los Angeles, Johns Hopkins",,
792,"Lewis & Clark College, Willamette University, Pennsylvania State, University of Utah","New York University, Northwestern University",,
793,"University of Pennsylvania, Amherst College, Bowdoin College, Vassar College, University of Michigan - Ann Arbor, Washington University - St Louis","Williams College, Tufts University",,
794,Bocconi University,"Massachusetts Institute of Technology, Northwestern University",,
795,"University of North Carolina - Chapel Hill, University of Illinois - Urbana Champaign, University of Wisconsin - Madison, University of Maryland - College Park, Pennsylvania State, University of Florida, Northeastern University, University of Washington - Seattle, New York University",,,
796,"Embry-Riddle Aeronautical University, University of South Florida, University of Florida, Northeastern University, William & Mary, Emory University, Williams College","Massachusetts Institute of Technology, Amherst College, Swarthmore College, Northwestern University, Harvard University, Princeton University",,
797,"Yale University, Williams College",,,
798,"Loyola Marymount University, Santa Clara University, Pepperdine University, Emerson College",Claremont McKenna College,,
799,"University of Michigan - Ann Arbor, University of Minnesota - Twin Cities, University of Vermont, Reed College, DePaul University","Brown University, Tufts University, Wesleyan University, Cornell University, Amherst College, Swarthmore College, Williams College, New York University, Northwestern University",,
800,"Stanford University, Duke University, University of Pennsylvania, Brown University, Amherst College, Northeastenr, Emory University, Oxford University, Georgia Institute of Technology, University of North Carolina - Chapel Hill, University of Georgia","Harvard University, Johns Hopkins, University of Chicago",,
801,"Clemson University, University of Alabama, University of Georgia, University of North Carolina - Chapel Hill, Georgia Institute of Technology","Vanderbilt University, Princeton University, Cornell University, University of Notre Dame, Rice University, University of Virginia, Duke University",,
802,"University of North Carolina - Chapel Hill, University of Virginia, Northeastern University, Rutgers University, Rice University, Cornell University, University of California - Berkeley","Vanderbilt University, Washington University - St Louis, Brown University, University of Pennsylvania, University of Texas - Austin",,
803,"Pepperdine University, University of Richmond, University of Notre Dame, Lehigh University, Boston University, University of Southern California, University of California - Berkeley","California Institute of Technology, Massachusetts Institute of Technology, University of California - Los Angeles, Tufts University, New York University, Northwestern University, Vanderbilt University, Duke University, Harvard University, Yale University, Princeton University, Columbia University, Cornell University, Stanford University",,
804,"Harvard University, University of Pennsylvania, Columbia University, Duke University, Johns Hopkins, Cornell University, Georgetown University, University of California - Los Angeles, University of California - Berkeley, Washington University - St Louis","New York University, Yale University",,
805,"Northeastern University, University of Maryland - College Park, North Carolina State, Pennsylvania State, University of Arizona, Arizona State, University of Washington - Seattle, Drexel University","Tufts University, Boston University, Virginia Institute of Technology, George Washington University",,
806,"University of Michigan - Ann Arbor, Oberlin College, Kenyon College, Wesleyan University","Yale University, Barnard College, Washington University - St Louis, Williams College, Swarthmore College, Colby College, Brown University",,
807,"Indiana University Bloomington, University of Wisconsin - Madison, McGill University, Rutgers University","University of North Carolina - Chapel Hill, University of Texas - Austin, University of Chicago, London School of Economics",,
808,"Cornell University, Tufts University, Amherst College, Case Western University, University of Alabama","Northwestern University, Williams College, Yale University, Brown University",,
809,"Emory University, New York University","Brown University, University of Pennsylvania, Harvard University, Duke University, Princeton University, Claremont McKenna College, University of Southern California, Northwestern University, Columbia University",,
810,"University of Massachusetts - Boston, University of Massachusetts - Lowell, University of Massachusetts - Amherst, University of Rochester, Reed College, Worcester Polytechnic Institute, Washington University - St Louis","Massachusetts Institute of Technology, California Institute of Technology, University of California - San Diego, University of California - Berkeley, Princeton University, Brown University, Yale University, Columbia University, University of Southern California, Carnegie Mellon, Stanford University",,
811,"University of Minnesota - Twin Cities, Pepperdine University, Washington and Lee University, Vassar College, University of California - Santa Barbara, University of California - Davis, University of California - Irvine, University of California - Riverside, University of California - Berkeley","Northwestern University, Northeastern University, University of Southern California, Claremont McKenna College, Boston University, Boston College, Cornell University, Vanderbilt University, Emory University, New York University, Wesleyan University, Middlebury College, Tufts University, Georgetown University",,
812,"Cornell University, Dartmouth College, Duke University, Northwestern University, University of Pennsylvania, University of Virginia","Columbia University, Harvard University, Princeton University",,
813,"University of Maryland - College Park, Virginia Institute of Technology, University of Texas - Austin","Columbia University, University of Illinois - Urbana Champaign, Georgia Institute of Technology, University of Washington - Seattle, Purdue University",,
814,"University of Chicago, University of St Andrews","Imperial College London, Cambridge University, London School of Economics, Kings College London, Duke University, University of Virginia, University of Michigan - Ann Arbor, University of Illinois - Urbana Champaign, University of Texas - Austin",,
815,"Texas A&M, Connecticut College, Vassar College, Cornell University","University of Texas - Austin, Johns Hopkins, Bowdoin College, Pomona College, Williams College, Dartmouth College, University of Pennsylvania, Brown University, Harvard University, Yale University",,
816,"Georgia Institute of Technology, University of Georgia",,,
817,"Temple University, Drexel University, University of Delaware, University of Maryland - College Park, University of Pittsburgh, Northeastern University, Carnegie Mellon","University of Pennsylvania, Columbia University",,
818,"Fordham University, Ohio State, Boston University","Columbia University, University of California - Los Angeles, University of California - Berkeley, Georgetown University, Tufts University, Brown University, Cornell University, Dartmouth College, Stanford University",,
819,"Georgia Institute of Technology, University of California - Los Angeles, Johns Hopkins","Cornell University, Massachusetts Institute of Technology, California Institute of Technology, Stanford University, Harvard University, Princeton University, University of Pennsylvania",,
820,"Baruch College, Brooklyn College, College of Staten Island, Hunter College, John Jay College of Criminal Justice, Lehman College, Pace University, New York Institute of Technology, Fordham University, Williams College","Columbia University, Massachusetts Institute of Technology, Northeastern University, Brown University, Princeton University, Harvard University, Wesleyan University",,
821,"California State University - Monterey Bay, California State University - East Bay, San Francisco State University, San Jose State University, University of California - Merced, University of California - Santa Cruz, University of California - Davis",,,
822,"University of Pittsburgh, Williams College",,,
823,"Vanderbilt University, Washington University - St Louis, Middlebury College, Carnegie Mellon, Boston College, University of Illinois - Urbana Champaign, Kings College London, University College London, University of Warwick","Cornell University, Dartmouth College, Columbia University, Northwestern University, University of Virginia, University of Michigan - Ann Arbor, University of California - Berkeley, Swarthmore College, Oxford University",,
824,"Princeton University, University of Chicago, Cornell University, Northwestern University, Washington University - St Louis, University of California - Berkeley, University of California - Davis, University of California - San Diego, University of Miami, University of Wisconsin - Madison, Pennsylvania State, Ohio State, University of Illinois - Urbana Champaign, University of Illinois - Chicago, Hampton University, University of Arizona, Western Illinois University, Northern Illinois University, Eastern Michigan University, Xavier University of Louisiana, Illinois Institute of Technology, Illinois Wesleyan University, Eugene Lang College of Liberal Arts, University of Oklahoma","Harvard University, Johns Hopkins, Massachusetts Institute of Technology, California Institute of Technology, Stanford University",,
825,"Ohio State, Rutgers University, University of Michigan - Ann Arbor, University of Virginia, University of Rochester, Boston University","Northeastern University, Columbia University, Northwestern University, Brown University, Duke University",,
826,"University of California - Berkeley, University of California - San Diego, California State Polytechnic University - Pomona, Loyola Marymount University","Massachusetts Institute of Technology, California Institute of Technology, Stanford University, Harvard University, Columbia University, University of Chicago, University of Southern California",,
827,"Princeton University, New York University, University of Michigan - Ann Arbor, University of California - San Diego, University of California - Irvine, University of California - Davis, American University","Columbia University, Harvard University, Yale University, Duke University, Brown University, University of Pennsylvania, Johns Hopkins, University of California - Los Angeles, University of Southern California",,
828,"Binghamton University, University of California - Davis, University of California - Los Angeles, University of California - Berkeley, University of California - San Diego, University of Southern California, Boston College, Boston University, Tufts University, Rice University, Emory University, Northwestern University, Duke University, Cornell University",Stanford University,,
829,"Oxford University, University of Vermont",Columbia University,,
830,"Louisiana State, Oklahoma State, University of Oklahoma, Oregon State, Colorado State, University of Arkansas, University of Missouri, University of Minnesota - Twin Cities, Ohio State, University of Georgia, Michigan State, North Carolina State, Texas A&M, University of California - Davis, University of Florida",,,
831,"Georgia Institute of Technology, Illinois State, University of Wisconsin - Madison","Columbia University, University of Chicago, University of Maryland - College Park, University of Illinois - Urbana Champaign",,
832,"University of Texas - Dallas, University of Pittsburgh, University of Houston, Texas A&M, University of Dallas, University of Texas - Austin, Case Western University, University of Southern California","Johns Hopkins, Washington University - St Louis, Harvard University, Yale University, Duke University",,
833,Emerson College,University of California - Los Angeles,,
834,"Fordham University, University of California - San Diego, University of California - Irvine, University of California - Davis, University of California - Santa Cruz, Rochester Institute of Technology, Arizona State, University of Wisconsin - Madison, Boston College, University of Texas - Dallas, California Polytechnic State University, University of Maryland - College Park, University of Washington - Seattle","University of Illinois - Urbana Champaign, University of California - Berkeley, University of California - Los Angeles, Georgia State, University of Southern California, Rice University, Yale University, Stanford University",,
835,"Ohio State, Ohio University, University of Miami, University of Virginia",University of Notre Dame,,
836,"Northeastern University, Santa Clara University, University of Wisconsin - Madison, University of California - Santa Barbara, New York University, Boston University, Northwestern University",University of Southern California,,
837,"Stanford University, University of California - Davis, University of California - Riverside, Cornell University","University of California - San Diego, University of Chicago, Massachusetts Institute of Technology, California Institute of Technology, Georgia Institute of Technology, University of Texas - Austin University of Illinois - Urbana Champaign, University of Michigan - Ann Arbor, Harvard University, Columbia University, Princeton University, Carnegie Mellon",,
838,"Washington University - St Louis, Duke University, University of North Carolina - Chapel Hill","Yale University, Harvard University, Brown University, Stanford University",,
839,"University of North Florida, University of Alabama, University of Miami, Indiana University Bloomington, Rollins College, University of South Carolina, University of South Florida, Southern Methodist University, Florida State, College of the Holy Cross","New York University, Bates College, Villanova University, University of Florida, University of Rochester, Lehigh University, Pennsylvania State",,
840,"University of California - Berkeley, Carnegie Mellon, Rice University, University of California - San Diego, University of California - Los Angeles, University of California - Santa Barbara, University of California - Santa Cruz, Carleton College, Reed College, University of Puget Sound","Massachusetts Institute of Technology, Princeton University, Columbia University",,
841,"Cornell University, University of Illinois - Urbana Champaign, University of Wisconsin - Madison, University of Washington - Seattle, University of California - Davis, Wake Forest University","University of Southern California, University of California - San Diego, University of California - Irvine, University of California - Santa Barbara, University of California - Berkeley, Emory University",,
842,"Stanford University, University of California - Berkeley, University of Pennsylvania, Dartmouth College, Cornell University, Rice University, Georgia Institute of Technology, Vanderbilt University, University of Michigan - Ann Arbor, University of Southern California, Rensselaer Polytechnic Institute",Massachusetts Institute of Technology,,
843,"Sarah Lawrence College, Bard College, Williams College",,,
844,"George Washington University, Boston University, University of Pennsylvania, William & Mary","Harvard University, Columbia University, Brown University",,
845,"Boston College, Santa Clara University, Loyola Marymount University, University of California - Santa Cruz, University of California - Riverside","Stanford University, University of California - Berkeley, Dartmouth College, University of California - Los Angeles, University of Southern California, Cornell University, Yale University, University of Pennsylvania, University of Texas - Austin, Carnegie Mellon, University of California - Irvine, Pitzer College, University of California - Santa Barbara, University of California - Davis, California Polytechnic State University, San Jose State University",,
846,"University of Wisconsin - Madison, Ohio State, Northeastern University, Lehigh University",,,
847,"Duke University, Case Western University",,,
848,"Amherst College, University of Southern California, New York University","Stanford University, Harvard University, Yale University, University of Pennsylvania, Williams College, Johns Hopkins, Duke University, Pomona College, Washington University - St Louis",,
849,"University of Arizona, Elon University, Loyola University Chicago, University of Vermont, University of Washington - Seattle, Santa Clara University, Northeastern University, California Polytechnic State University, University of Notre Dame",,,
850,"Rutgers University, Pennsylvania State, Rensselaer Polytechnic Institute, Fordham University, Northeastern University, Boston University, Dartmouth College, Princeton University","Harvard University, Yale University, Brown University",,
851,"Santa Clara University, University of California - Davis, University of California - Santa Cruz, Pennsylvania State, University of Rochester, Rensselaer Polytechnic Institute, University of Minnesota - Twin Cities, North Carolina State, Colorado School of Mines","University of Illinois - Urbana Champaign, Purdue University, University of California - Berkeley, University of California - Los Angeles, University of California - Santa Barbara, University of California - Davis, University of Southern California, Carnegie Mellon, Vanderbilt University, Washington University - St Louis",,
852,"North Carolina State, University of Maryland - College Park, University of Texas - Austin","University of North Carolina - Chapel Hill, Georgia Institute of Technology, University of Southern California, University of Illinois - Urbana Champaign, University of Michigan - Ann Arbor",,
853,"California Polytechnic State University - Humboldt, San Diego State University, California State University - Long Beach, University of California - Riverside, University of California - Santa Cruz, California Polytechnic State University, University of California - Davis, University of California - Irvine, University of California - San Diego, University of California - Los Angeles, University of California - Santa Barbara, University of California - Berkeley, Tufts University",University of Southern California,,
854,"University of Maryland - College Park, University of Pittsburgh, West Virginia University","University of Pennsylvania, Georgetown University, Carnegie Mellon, Columbia University, Villanova University, University of Florida",,
855,"University of Miami, University of Florida, Pomona College, Case Western University, Florida State, Nova Southeastern University, New York University, University of West Florida, University of South Florida, Florida International University","Brown University, Columbia University",,
856,"University of California - San Diego, University of California - Los Angeles, University of California - Berkeley, Vanderbilt University, Georgetown University, Duke University, Cornell University","Massachusetts Institute of Technology, Northwestern University, Brown University, Yale University, Princeton University, Stanford University",,
857,"University of Miami, George Washington University, American University, University of Wisconsin - Madison, University of Illinois - Urbana Champaign","University of Southern California, Boston University, Georgetown University",,
858,"University of Missouri-Kansas City, Drexel University, Georgetown University, Wake Forest University, Emory University ","Virginia Commonwealth University, Rensselaer Polytechnic Institute, Pennsylvania State, Rowan University, Rutgers University, New Jersey Institute of Technology, College of New Jersey, Stevens Institute of Technology, Caldwell, Case Western University, Temple University, Cornell University, Vanderbilt University, Duke University",,
859,"Northeastern University, Brandeis University, Syracuse University, George Washington University, University of Massachusetts - Lowell","Barnard College, Boston College, McGill University, Wellesley College, Georgetown University, University of Pennsylvania, Smith College",,
860,"Dartmouth College, Duke University, University of Southern California, Emory University, Georgetown University, Washington University - St Louis, Rice University, New York University, University of Michigan - Ann Arbor, University of Virginia, University of North Carolina - Chapel Hill, University of California - Los Angeles, Indiana University Bloomington, University of Colorado - Boulder","University of Pennsylvania, Massachusetts Institute of Technology, University of Chicago, Harvard University, Yale University, Princeton University, Columbia University, Northwestern University, Stanford University",,
861,"Cornell University, Dartmouth College, Washington University - St Louis, New York University, University of Maryland - College Park, University of Rochester, Stevens Institute of Technology, Stony Brook University, Case Western University","Brown University, Harvard University, Yale University, Stanford University, Columbia University, Swarthmore College, Georgetown University, Barnard College",,
862,"University of Pittsburgh, Pennsylvania State, University of Washington - Seattle, University of Illinois - Urbana Champaign, University of California - Davis, University of California - Santa Barbara, University of Wisconsin - Madison, University of Southern California, Wesleyan University","University of Texas - Austin, Pomona College, University of California - Berkeley, Rice University, Washington University - St Louis, Northwestern University, University of Michigan - Ann Arbor, Emory University, Brown University, University of Pennsylvania, Dartmouth College",,
863,"Duquesne University, University of Pittsburgh, Texas Christian University, College of New Jersey, University of Colorado - Boulder, Quinnipiac University, Michigan State","Baylor University, Rice University, University of North Carolina - Chapel Hill, Carnegie Mellon, Duke University",,
864,"Brown University, University of Virginia, Tufts University, University of New Hampshire, Clarkson University, University of Minnesota - Twin Cities, Virginia Institute of Technology, Northeastern University, Villanova University, Union College, Lehigh University","Purdue University, Cornell University, Northwestern University",,
865,"Emory University, Babson College","New York University, Carnegie Mellon, University of Pennsylvania, Washington University - St Louis, Georgetown University, University of Southern California",,
866,"Rice University, Georgia Institute of Technology, University of Alabama","Harvard University, Massachusetts Institute of Technology, Princeton University, Yale University, California Institute of Technology",,
